Medi-Cal UA and UB Modifier Maximum Allowable Reimbursement Rates for Surgical and Anesthesia Supplies and Drugs as of February 2016,,,,,,,,,,,
Procedure Code,,Outpatient,,,,Procedure Code,,Medical,,,UA - Medicaid level of care 10
From,Thru,UA,UB,,,From,Thru,UA,UB,,UB - Medicaid level of care 11
41821,41825,$15.00,$45.00,,,41826,41826,$23.00,$53.00,,
41826,41826,$18.00,$48.00,,,41827,41827,$25.00,$55.00,,
41827,41827,$20.00,$50.00,,,41828,41828,$17.00,$42.00,,
41828,41828,$12.00,$37.00,,,41830,41830,$25.00,$55.00,,
41830,41830,$20.00,$50.00,,,41850,41850,$15.00,$40.00,,
41850,41850,$10.00,$35.00,,,41870,41872,$25.00,$55.00,,
41870,41872,$20.00,$50.00,,,41874,41874,$30.00,$60.00,,
41874,41874,$25.00,$55.00,,,41899,41899,$25.00,$55.00,,
41899,41899,$20.00,$50.00,,,42000,42000,$20.00,$40.00,,
42000,42000,$15.00,$35.00,,,42100,42107,$25.00,$55.00,,
42100,42107,$20.00,$50.00,,,42120,42120,$30.00,$60.00,,
42120,42120,$25.00,$55.00,,,42140,42140,$25.00,$55.00,,
42140,42140,$20.00,$50.00,,,42145,42145,$30.00,$60.00,,
42145,42145,$25.00,$55.00,,,42150,42150,$30.00,$60.00,,
42150,42150,$25.00,$55.00,,,42160,42160,$15.00,$35.00,,
42160,42160,$10.00,$30.00,,,42180,42182,$13.00,$43.00,,
42180,42182,$8.00,$38.00,,,42200,42225,$33.00,$63.00,,
42200,42225,$28.00,$58.00,,,42226,42227,$35.00,$65.00,,
42226,42227,$30.00,$60.00,,,42235,42235,$35.00,$65.00,,
42235,42235,$30.00,$60.00,,,42260,42260,$35.00,$65.00,,
42260,42260,$30.00,$60.00,,,42280,42280,$15.00,$45.00,,
42280,42280,$10.00,$40.00,,,42281,42281,$30.00,$50.00,,
42281,42281,$25.00,$45.00,,,42300,42300,$25.00,$39.00,,
42300,42300,$20.00,$34.00,,,42305,42320,$25.00,$45.00,,
42305,42320,$20.00,$40.00,,,42325,42326,$35.00,$65.00,,
42325,42326,$30.00,$60.00,,,42330,42340,$25.00,$55.00,,
42330,42340,$20.00,$50.00,,,42400,42400,$11.00,$41.00,,
42400,42400,$6.00,$36.00,,,42405,42405,$30.00,$60.00,,
42405,42405,$25.00,$55.00,,,42408,42408,$30.00,$60.00,,
42408,42408,$25.00,$55.00,,,42409,42409,$30.00,$60.00,,
42409,42409,$25.00,$55.00,,,42410,42415,$35.00,$65.00,,
42410,42415,$30.00,$60.00,,,42420,42420,$35.00,$65.00,,
42420,42420,$30.00,$60.00,,,42425,42425,$40.00,$70.00,,
42425,42425,$35.00,$65.00,,,42426,42426,$50.00,$80.00,,
42426,42426,$45.00,$75.00,,,42440,42440,$35.00,$65.00,,
42440,42440,$30.00,$60.00,,,42450,42450,$35.00,$65.00,,
42450,42450,$30.00,$60.00,,,42500,42505,$35.00,$65.00,,
42500,42505,$30.00,$60.00,,,42507,42509,$35.00,$65.00,,
42507,42509,$30.00,$60.00,,,42510,42510,$40.00,$70.00,,
42510,42510,$35.00,$65.00,,,42550,42550,$15.00,$15.00,,
42550,42550,$10.00,$10.00,,,42600,42600,$20.00,$50.00,,
42600,42600,$15.00,$45.00,,,42650,42650,$15.00,$40.00,,
42650,42650,$10.00,$35.00,,,42660,42660,$25.00,$55.00,,
42660,42660,$20.00,$50.00,,,42665,42699,$20.00,$50.00,,
42665,42699,$15.00,$45.00,,,42700,42725,$17.00,$35.00,,
42700,42725,$12.00,$30.00,,,42800,42800,$35.00,$49.00,,
42800,42800,$30.00,$44.00,,,42802,42802,$35.00,$65.00,,
42802,42802,$30.00,$60.00,,,42804,42804,$35.00,$49.00,,
42804,42804,$30.00,$44.00,,,42806,42809,$35.00,$65.00,,
42806,42809,$30.00,$60.00,,,42810,42815,$40.00,$70.00,,
42810,42815,$35.00,$65.00,,,42820,42820,$41.00,$55.00,,
42820,42820,$36.00,$50.00,,,42821,42821,$41.00,$55.00,,
42821,42821,$36.00,$50.00,,,42825,42825,$41.00,$55.00,,
42825,42825,$36.00,$50.00,,,42826,42826,$41.00,$55.00,,
42826,42826,$36.00,$50.00,,,42830,42836,$41.00,$55.00,,
42830,42836,$36.00,$50.00,,,42842,42842,$41.00,$71.00,,
42842,42842,$36.00,$66.00,,,42844,42844,$46.00,$76.00,,
42844,42844,$41.00,$71.00,,,42845,42845,$45.00,$75.00,,
42845,42845,$40.00,$70.00,,,42860,42870,$35.00,$65.00,,
42860,42870,$30.00,$60.00,,,42880,42880,$35.00,$65.00,,
42880,42880,$30.00,$60.00,,,42890,42890,$35.00,$65.00,,
42890,42890,$30.00,$60.00,,,42892,42894,$40.00,$70.00,,
42892,42894,$35.00,$65.00,,,42900,42950,$35.00,$65.00,,
42900,42950,$30.00,$60.00,,,42953,42953,$40.00,$70.00,,
42953,42953,$35.00,$65.00,,,42955,42955,$30.00,$60.00,,
42955,42955,$25.00,$55.00,,,42960,42960,$15.00,$45.00,,
42960,42960,$10.00,$40.00,,,42961,42961,$25.00,$55.00,,
42961,42961,$20.00,$50.00,,,42962,42962,$15.00,$45.00,,
42962,42962,$10.00,$40.00,,,42970,42970,$25.00,$45.00,,
42970,42970,$20.00,$40.00,,,42971,42971,$30.00,$60.00,,
42971,42971,$25.00,$55.00,,,42972,42972,$35.00,$65.00,,
42972,42972,$30.00,$60.00,,,42999,42999,$30.00,$60.00,,
42999,42999,$25.00,$55.00,,,43000,43020,$20.00,$50.00,,
43000,43020,$15.00,$45.00,,,43030,43030,$25.00,$55.00,,
43030,43030,$20.00,$50.00,,,43040,43045,$40.00,$70.00,,
43040,43045,$35.00,$65.00,,,43100,43101,$40.00,$70.00,,
43100,43101,$35.00,$65.00,,,43105,43115,$45.00,$75.00,,
43105,43115,$40.00,$70.00,,,43116,43117,$45.00,$75.00,,
43116,43117,$40.00,$70.00,,,43118,43119,$50.00,$80.00,,
43118,43119,$45.00,$75.00,,,43120,43120,$55.00,$85.00,,
43120,43120,$50.00,$80.00,,,43121,43124,$50.00,$80.00,,
43121,43124,$45.00,$75.00,,,43130,43130,$30.00,$60.00,,
43130,43130,$25.00,$55.00,,,43135,43135,$40.00,$70.00,,
43135,43135,$35.00,$65.00,,,43136,43136,$30.00,$60.00,,
43136,43136,$25.00,$55.00,,,43180,43180,$20.00,$40.00,,
43180,43180,$15.00,$35.00,,,43191,43198,$20.00,$40.00,,
43191,43198,$15.00,$35.00,,,43200,43259,$20.00,$40.00,,
43200,43259,$15.00,$35.00,,,43260,43278,$25.00,$55.00,,
43260,43278,$20.00,$50.00,,,43279,43283,$40.00,$70.00,,
43279,43283,$35.00,$65.00,,,43289,43289,$40.00,$70.00,,
43289,43289,$35.00,$65.00,,,43300,43305,$40.00,$70.00,,
43300,43305,$35.00,$65.00,,,43310,43321,$50.00,$80.00,,
43310,43321,$45.00,$75.00,,,43324,43325,$40.00,$70.00,,
43324,43325,$35.00,$65.00,,,43327,43328,$40.00,$70.00,,
43327,43328,$35.00,$65.00,,,43330,43338,$50.00,$80.00,,
43330,43338,$45.00,$75.00,,,43340,43340,$45.00,$75.00,,
43340,43340,$40.00,$70.00,,,43341,43341,$50.00,$80.00,,
43341,43341,$45.00,$75.00,,,43350,43352,$40.00,$70.00,,
43350,43352,$35.00,$65.00,,,43360,43361,$40.00,$70.00,,
43360,43361,$35.00,$65.00,,,43400,43410,$35.00,$65.00,,
43400,43410,$30.00,$60.00,,,43415,43415,$45.00,$75.00,,
43415,43415,$40.00,$70.00,,,43420,43420,$35.00,$65.00,,
43420,43420,$30.00,$60.00,,,43425,43425,$45.00,$75.00,,
43425,43425,$40.00,$70.00,,,43450,43453,$15.00,$35.00,,
43450,43453,$10.00,$30.00,,,43455,43456,$15.00,$35.00,,
43455,43456,$10.00,$30.00,,,43458,43458,$15.00,$35.00,,
43458,43458,$10.00,$30.00,,,43460,43460,$65.00,$95.00,,
43460,43460,$60.00,$90.00,,,43496,43496,$40.00,$70.00,,
43496,43496,$35.00,$65.00,,,43499,43499,$45.00,$75.00,,
43499,43499,$40.00,$70.00,,,43500,43500,$40.00,$70.00,,
43500,43500,$35.00,$65.00,,,43501,43502,$50.00,$80.00,,
43501,43502,$45.00,$75.00,,,43510,43510,$40.00,$70.00,,
43510,43510,$35.00,$65.00,,,43520,43520,$40.00,$70.00,,
43520,43520,$35.00,$65.00,,,43600,43600,$17.00,$37.00,,
43600,43600,$12.00,$32.00,,,43605,43605,$40.00,$70.00,,
43605,43605,$35.00,$65.00,,,43610,43610,$25.00,$55.00,,
43610,43610,$20.00,$50.00,,,43611,43611,$25.00,$55.00,,
43611,43611,$20.00,$50.00,,,43620,43622,$40.00,$70.00,,
43620,43622,$35.00,$65.00,,,43625,43625,$50.00,$80.00,,
43625,43625,$45.00,$75.00,,,43630,43635,$40.00,$70.00,,
43630,43635,$35.00,$65.00,,,43638,43638,$50.00,$80.00,,
43638,43638,$45.00,$75.00,,,43640,43641,$40.00,$70.00,,
43640,43641,$35.00,$65.00,,,43644,43645,$130.00,$160.00,,
43644,43645,$125.00,$155.00,,,43651,43652,$130.00,$160.00,,
43651,43652,$125.00,$155.00,,,43653,43653,$40.00,$70.00,,
43653,43653,$35.00,$65.00,,,43659,43659,$130.00,$160.00,,
43659,43659,$125.00,$155.00,,,43750,43750,$40.00,$70.00,,
43750,43750,$35.00,$65.00,,,43752,43757,$40.00,$70.00,,
43752,43757,$35.00,$65.00,,,43760,43761,$40.00,$70.00,,
43760,43761,$35.00,$65.00,,,43770,43774,$130.00,$160.00,,
43770,43774,$125.00,$155.00,,,43775,43775,$65.00,$95.00,,
43775,43775,$60.00,$90.00,,,43810,43810,$30.00,$60.00,,
43810,43810,$25.00,$55.00,,,43820,43825,$40.00,$70.00,,
43820,43825,$35.00,$65.00,,,43830,43830,$15.00,$45.00,,
43830,43830,$10.00,$40.00,,,43831,43832,$25.00,$55.00,,
43831,43832,$20.00,$50.00,,,43840,43840,$40.00,$70.00,,
43840,43840,$35.00,$65.00,,,43842,43843,$40.00,$70.00,,
43842,43843,$35.00,$65.00,,,43845,43845,$40.00,$70.00,,
43845,43845,$35.00,$65.00,,,43846,43847,$65.00,$95.00,,
43846,43847,$60.00,$90.00,,,43848,43848,$45.00,$75.00,,
43848,43848,$40.00,$70.00,,,43850,43850,$45.00,$75.00,,
43850,43850,$40.00,$70.00,,,43855,43855,$45.00,$75.00,,
43855,43855,$40.00,$70.00,,,43860,43860,$45.00,$80.00,,
43860,43860,$40.00,$75.00,,,43865,43865,$45.00,$75.00,,
43865,43865,$40.00,$70.00,,,43870,43880,$25.00,$55.00,,
43870,43880,$20.00,$50.00,,,43885,43885,$35.00,$65.00,,
43885,43885,$30.00,$60.00,,,43886,43886,$45.00,$75.00,,
43886,43886,$40.00,$70.00,,,43887,43888,$40.00,$70.00,,
43887,43888,$35.00,$65.00,,,43999,43999,$40.00,$70.00,,
43999,43999,$35.00,$65.00,,,44005,44010,$45.00,$75.00,,
44005,44010,$40.00,$70.00,,,44015,44015,$20.00,$40.00,,
44015,44015,$15.00,$35.00,,,44020,44050,$40.00,$70.00,,
44020,44050,$35.00,$65.00,,,44055,44055,$45.00,$75.00,,
44055,44055,$40.00,$70.00,,,44100,44100,$15.00,$15.00,,
44100,44100,$10.00,$10.00,,,44110,44110,$40.00,$70.00,,
44110,44110,$35.00,$65.00,,,44111,44111,$50.00,$80.00,,
44111,44111,$45.00,$75.00,,,44120,44121,$40.00,$70.00,,
44120,44121,$35.00,$65.00,,,44125,44125,$50.00,$80.00,,
44125,44125,$45.00,$75.00,,,44126,44128,$40.00,$70.00,,
44126,44128,$65.00,$65.00,,,44130,44130,$45.00,$75.00,,
44130,44130,$40.00,$70.00,,,44135,44135,$45.00,$75.00,,
44135,44135,$40.00,$70.00,,,44139,44140,$40.00,$70.00,,
44139,44140,$35.00,$65.00,,,44141,44141,$45.00,$75.00,,
44141,44141,$40.00,$70.00,,,44143,44143,$40.00,$70.00,,
44143,44143,$35.00,$65.00,,,44144,44144,$50.00,$80.00,,
44144,44144,$45.00,$75.00,,,44145,44145,$45.00,$75.00,,
44145,44145,$40.00,$70.00,,,44146,44146,$50.00,$80.00,,
44146,44146,$45.00,$75.00,,,44147,44147,$61.00,$90.00,,
44147,44147,$55.00,$85.00,,,44150,44151,$55.00,$85.00,,
44150,44151,$50.00,$80.00,,,44152,44155,$61.00,$90.00,,
44152,44155,$55.00,$85.00,,,44156,44160,$65.00,$95.00,,
44156,44160,$60.00,$90.00,,,44180,44180,$130.00,$160.00,,
44180,44180,$125.00,$155.00,,,44186,44188,$130.00,$160.00,,
44186,44188,$125.00,$155.00,,,44200,44205,$45.00,$75.00,,
44200,44205,$40.00,$70.00,,,44206,44208,$65.00,$95.00,,
44206,44208,$60.00,$90.00,,,44210,44212,$105.00,$135.00,,
44210,44212,$100.00,$130.00,,,44213,44213,$130.00,$160.00,,
44213,44213,$125.00,$155.00,,,44227,44227,$130.00,$160.00,,
44227,44227,$125.00,$155.00,,,44300,44300,$25.00,$55.00,,
44300,44300,$20.00,$50.00,,,44310,44310,$35.00,$65.00,,
44310,44310,$30.00,$60.00,,,44312,44312,$25.00,$55.00,,
44312,44312,$20.00,$50.00,,,44314,44316,$35.00,$65.00,,
44314,44316,$30.00,$60.00,,,44320,44320,$20.00,$50.00,,
44320,44320,$15.00,$45.00,,,44322,44322,$30.00,$60.00,,
44322,44322,$25.00,$55.00,,,44338,44338,$15.00,$35.00,,
44338,44338,$10.00,$30.00,,,44339,44339,$25.00,$55.00,,
44339,44339,$20.00,$50.00,,,44340,44340,$30.00,$60.00,,
44340,44340,$25.00,$55.00,,,44345,44346,$35.00,$65.00,,
44345,44346,$30.00,$60.00,,,44360,44369,$15.00,$35.00,,
44360,44369,$10.00,$30.00,,,44370,44370,$15.00,$35.00,,
44370,44370,$10.00,$30.00,,,44372,44372,$15.00,$35.00,,
44372,44372,$10.00,$30.00,,,44373,44373,$25.00,$55.00,,
44373,44373,$20.00,$50.00,,,44376,44376,$15.00,$35.00,,
44376,44376,$10.00,$30.00,,,44377,44377,$15.00,$35.00,,
44377,44377,$10.00,$30.00,,,44378,44379,$20.00,$40.00,,
44378,44379,$15.00,$35.00,,,44380,44386,$20.00,$50.00,,
44380,44386,$15.00,$45.00,,,44388,44393,$25.00,$55.00,,
44388,44393,$20.00,$50.00,,,44394,44394,$25.00,$55.00,,
44394,44394,$20.00,$50.00,,,44397,44397,$25.00,$55.00,,
44397,44397,$20.00,$50.00,,,44401,44408,$25.00,$55.00,,
44401,44408,$20.00,$50.00,,,44500,44500,$25.00,$55.00,,
44500,44500,$20.00,$50.00,,,44600,44600,$40.00,$70.00,,
44600,44600,$35.00,$65.00,,,44602,44603,$40.00,$70.00,,
44602,44603,$35.00,$65.00,,,44604,44605,$50.00,$80.00,,
44604,44605,$45.00,$75.00,,,44610,44610,$45.00,$75.00,,
44610,44610,$40.00,$70.00,,,44615,44615,$30.00,$60.00,,
44615,44615,$25.00,$55.00,,,44620,44620,$30.00,$60.00,,
44620,44620,$25.00,$55.00,,,44625,44626,$45.00,$75.00,,
44625,44626,$40.00,$70.00,,,44640,44660,$35.00,$65.00,,
44640,44660,$30.00,$60.00,,,44661,44661,$50.00,$80.00,,
44661,44661,$45.00,$75.00,,,44680,44680,$35.00,$65.00,,
44680,44680,$30.00,$60.00,,,44700,44701,$30.00,$60.00,,
44700,44701,$25.00,$55.00,,,44705,44705,$40.00,$70.00,,
44705,44705,$35.00,$65.00,,,44799,44799,$40.00,$70.00,,
44799,44799,$35.00,$65.00,,,44800,44820,$40.00,$70.00,,
44800,44820,$35.00,$65.00,,,44850,44850,$35.00,$65.00,,
44850,44850,$30.00,$60.00,,,44899,44899,$40.00,$70.00,,
44899,44899,$35.00,$65.00,,,44900,44901,$35.00,$65.00,,
44900,44901,$30.00,$60.00,,,44950,44950,$40.00,$70.00,,
44950,44950,$35.00,$65.00,,,44955,44955,$40.00,$70.00,,
44955,44955,$35.00,$65.00,,,44960,44960,$40.00,$70.00,,
44960,44960,$35.00,$65.00,,,44970,44970,$130.00,$160.00,,
44970,44970,$125.00,$155.00,,,44979,44979,$130.00,$160.00,,
44979,44979,$125.00,$155.00,,,45000,45020,$25.00,$45.00,,
45000,45020,$20.00,$40.00,,,45100,45108,$25.00,$45.00,,
45100,45108,$20.00,$40.00,,,45110,45110,$55.00,$85.00,,
45110,45110,$50.00,$80.00,,,45111,45111,$61.00,$90.00,,
45111,45111,$55.00,$85.00,,,45112,45114,$65.00,$95.00,,
45112,45114,$60.00,$90.00,,,45116,45116,$61.00,$90.00,,
45116,45116,$55.00,$85.00,,,45119,45121,$65.00,$95.00,,
45119,45121,$60.00,$90.00,,,45123,45123,$65.00,$95.00,,
45123,45123,$60.00,$90.00,,,45126,45126,$65.00,$95.00,,
45126,45126,$60.00,$90.00,,,45130,45130,$45.00,$75.00,,
45130,45130,$40.00,$70.00,,,45135,45135,$65.00,$95.00,,
45135,45135,$60.00,$90.00,,,45136,45136,$45.00,$75.00,,
45136,45136,$40.00,$70.00,,,45150,45150,$25.00,$45.00,,
45150,45150,$20.00,$40.00,,,45160,45160,$30.00,$60.00,,
45160,45160,$25.00,$55.00,,,45170,45170,$25.00,$55.00,,
45170,45170,$20.00,$50.00,,,45171,45172,$30.00,$60.00,,
45171,45172,$25.00,$55.00,,,45180,45180,$30.00,$60.00,,
45180,45180,$25.00,$55.00,,,45190,45190,$25.00,$55.00,,
45190,45190,$20.00,$50.00,,,45300,45347,$25.00,$55.00,,
45300,45347,$20.00,$50.00,,,45349,45350,$25.00,$55.00,,
45349,45350,$20.00,$50.00,,,45355,45355,$15.00,$25.00,,
45355,45355,$10.00,$20.00,,,45360,45360,$25.00,$55.00,,
45360,45360,$20.00,$50.00,,,45365,45365,$25.00,$55.00,,
45365,45365,$20.00,$50.00,,,45367,45367,$25.00,$55.00,,
45367,45367,$20.00,$50.00,,,45378,45378,$25.00,$55.00,,
45378,45378,$20.00,$50.00,,,45379,45393,$15.00,$35.00,,
45379,45393,$10.00,$30.00,,,45395,45395,$130.00,$160.00,,
45395,45395,$125.00,$155.00,,,45397,45397,$130.00,$160.00,,
45397,45397,$125.00,$155.00,,,45398,45398,$15.00,$35.00,,
45398,45398,$10.00,$30.00,,,45400,45400,$130.00,$160.00,,
45400,45400,$125.00,$155.00,,,45402,45402,$130.00,$160.00,,
45402,45402,$125.00,$155.00,,,45499,45499,$130.00,$160.00,,
45499,45499,$125.00,$155.00,,,45500,45505,$25.00,$45.00,,
45500,45505,$20.00,$40.00,,,45520,45520,$25.00,$55.00,,
45520,45520,$20.00,$50.00,,,45540,45540,$40.00,$70.00,,
45540,45540,$35.00,$65.00,,,45541,45541,$35.00,$65.00,,
45541,45541,$30.00,$60.00,,,45550,45550,$50.00,$80.00,,
45550,45550,$45.00,$75.00,,,45560,45560,$25.00,$45.00,,
45560,45560,$20.00,$40.00,,,45562,45562,$35.00,$65.00,,
45562,45562,$30.00,$60.00,,,45563,45563,$55.00,$85.00,,
45563,45563,$50.00,$80.00,,,45800,45800,$35.00,$65.00,,
45800,45800,$30.00,$60.00,,,45805,45805,$55.00,$85.00,,
45805,45805,$50.00,$80.00,,,45820,45820,$35.00,$65.00,,
45820,45820,$30.00,$60.00,,,45825,45825,$55.00,$85.00,,
45825,45825,$50.00,$80.00,,,45900,45915,$20.00,$50.00,,
45900,45915,$15.00,$45.00,,,45990,45990,$17.00,$47.00,,
45990,45990,$12.00,$42.00,,,45999,45999,$50.00,$80.00,,
45999,45999,$45.00,$75.00,,,46000,46000,$30.00,$60.00,,
46000,46000,$25.00,$55.00,,,46020,46020,$17.00,$47.00,,
46020,46020,$12.00,$42.00,,,46030,46030,$30.00,$60.00,,
46030,46030,$25.00,$55.00,,,46040,46045,$30.00,$55.00,,
46040,46045,$25.00,$50.00,,,46050,46050,$30.00,$55.00,,
46050,46050,$25.00,$50.00,,,46060,46060,$33.00,$63.00,,
46060,46060,$28.00,$58.00,,,46070,46070,$20.00,$40.00,,
46070,46070,$15.00,$35.00,,,46080,46080,$25.00,$50.00,,
46080,46080,$20.00,$45.00,,,46083,46083,$20.00,$40.00,,
46083,46083,$15.00,$35.00,,,46200,46200,$25.00,$55.00,,
46200,46200,$20.00,$50.00,,,46210,46210,$30.00,$60.00,,
46210,46210,$25.00,$55.00,,,46211,46211,$25.00,$55.00,,
46211,46211,$20.00,$50.00,,,46220,46220,$20.00,$20.00,,
46220,46220,$15.00,$15.00,,,46221,46221,$20.00,$40.00,,
46221,46221,$15.00,$35.00,,,46230,46230,$25.00,$35.00,,
46230,46230,$20.00,$30.00,,,46250,46262,$35.00,$65.00,,
46250,46262,$30.00,$60.00,,,46270,46285,$35.00,$65.00,,
46270,46285,$30.00,$60.00,,,46286,46286,$35.00,$65.00,,
46286,46286,$30.00,$60.00,,,46287,46287,$35.00,$65.00,,
46287,46287,$30.00,$60.00,,,46288,46288,$35.00,$65.00,,
46288,46288,$30.00,$60.00,,,46320,46320,$11.00,$31.00,,
46320,46320,$6.00,$26.00,,,46500,46500,$15.00,$35.00,,
46500,46500,$10.00,$30.00,,,46505,46505,$15.00,$35.00,,
46505,46505,$10.00,$30.00,,,46600,46614,$15.00,$35.00,,
46600,46614,$10.00,$30.00,,,46615,46615,$25.00,$55.00,,
46615,46615,$20.00,$50.00,,,46700,46700,$25.00,$55.00,,
46700,46700,$20.00,$50.00,,,46705,46707,$25.00,$55.00,,
46705,46707,$20.00,$50.00,,,46710,46710,$35.00,$65.00,,
46710,46710,$30.00,$60.00,,,46712,46712,$40.00,$70.00,,
46712,46712,$35.00,$65.00,,,46715,46715,$40.00,$70.00,,
46715,46715,$35.00,$65.00,,,46716,46716,$45.00,$75.00,,
46716,46716,$40.00,$70.00,,,46730,46730,$50.00,$80.00,,
46730,46730,$45.00,$75.00,,,46735,46740,$61.00,$90.00,,
46735,46740,$55.00,$85.00,,,46742,46742,$60.00,$90.00,,
46742,46742,$55.00,$85.00,,,46744,46744,$61.00,$90.00,,
46744,46744,$55.00,$85.00,,,46746,46748,$60.00,$90.00,,
46746,46748,$55.00,$85.00,,,46750,46760,$25.00,$55.00,,
46750,46760,$20.00,$50.00,,,46761,46761,$35.00,$65.00,,
46761,46761,$30.00,$60.00,,,46900,46916,$15.00,$35.00,,
46900,46916,$10.00,$30.00,,,46917,46917,$20.00,$40.00,,
46917,46917,$15.00,$35.00,,,46922,46924,$20.00,$40.00,,
46922,46924,$15.00,$35.00,,,46930,46930,$20.00,$40.00,,
46930,46930,$15.00,$35.00,,,46934,46934,$20.00,$40.00,,
46934,46934,$15.00,$35.00,,,46935,46935,$15.00,$35.00,,
46935,46935,$10.00,$30.00,,,46936,46936,$20.00,$40.00,,
46936,46936,$15.00,$35.00,,,46937,46938,$20.00,$40.00,,
46937,46938,$15.00,$35.00,,,46940,46942,$15.00,$35.00,,
46940,46942,$10.00,$30.00,,,46945,46945,$25.00,$45.00,,
46945,46945,$20.00,$40.00,,,46946,46946,$35.00,$55.00,,
46946,46946,$30.00,$50.00,,,46947,46947,$20.00,$35.00,,
46947,46947,$15.00,$30.00,,,46999,46999,$25.00,$45.00,,
46999,46999,$20.00,$40.00,,,47000,47000,$17.00,$31.00,,
47000,47000,$12.00,$26.00,,,47001,47001,$11.00,$31.00,,
47001,47001,$6.00,$26.00,,,47010,47011,$30.00,$60.00,,
47010,47011,$25.00,$55.00,,,47015,47015,$35.00,$65.00,,
47015,47015,$30.00,$60.00,,,47100,47100,$30.00,$60.00,,
47100,47100,$25.00,$55.00,,,47120,47120,$45.00,$75.00,,
47120,47120,$40.00,$70.00,,,47122,47122,$55.00,$85.00,,
47122,47122,$50.00,$80.00,,,47125,47130,$45.00,$75.00,,
47125,47130,$40.00,$70.00,,,47135,47135,$85.00,$115.00,,
47135,47135,$80.00,$110.00,,,47140,47140,$85.00,$115.00,,
47140,47140,$80.00,$110.00,,,47141,47142,$85.00,$115.00,,
47141,47142,$80.00,$110.00,,,47300,47369,$30.00,$60.00,,
47300,47369,$25.00,$55.00,,,47370,47379,$130.00,$160.00,,
47370,47379,$125.00,$155.00,,,47380,47383,$40.00,$70.00,,
47380,47383,$35.00,$65.00,,,47400,47460,$45.00,$75.00,,
47400,47460,$40.00,$70.00,,,47480,47490,$35.00,$65.00,,
47480,47490,$30.00,$60.00,,,47500,47505,$13.00,$13.00,,
47500,47505,$8.00,$8.00,,,47510,47530,$15.00,$35.00,,
47510,47530,$10.00,$30.00,,,47550,47555,$30.00,$60.00,,
47550,47555,$25.00,$55.00,,,47556,47556,$27.00,$57.00,,
47556,47556,$22.00,$52.00,,,47560,47560,$130.00,$160.00,,
47560,47560,$125.00,$155.00,,,47561,47561,$45.00,$75.00,,
47561,47561,$40.00,$70.00,,,47562,47564,$130.00,$160.00,,
47562,47564,$125.00,$155.00,,,47570,47570,$130.00,$160.00,,
47570,47570,$125.00,$155.00,,,47579,47579,$130.00,$160.00,,
47579,47579,$125.00,$155.00,,,47600,47600,$35.00,$65.00,,
47600,47600,$30.00,$60.00,,,47605,47610,$40.00,$70.00,,
47605,47610,$35.00,$65.00,,,47612,47612,$45.00,$75.00,,
47612,47612,$40.00,$70.00,,,47620,47620,$50.00,$80.00,,
47620,47620,$45.00,$75.00,,,47630,47630,$35.00,$65.00,,
47630,47630,$30.00,$60.00,,,47700,47700,$35.00,$65.00,,
47700,47700,$30.00,$60.00,,,47701,47701,$45.00,$75.00,,
47701,47701,$40.00,$70.00,,,47711,47712,$45.00,$75.00,,
47711,47712,$40.00,$70.00,,,47715,47715,$30.00,$60.00,,
47715,47715,$25.00,$55.00,,,47719,47719,$45.00,$75.00,,
47719,47719,$40.00,$70.00,,,47720,47780,$45.00,$75.00,,
47720,47780,$40.00,$70.00,,,47785,47785,$30.00,$60.00,,
47785,47785,$25.00,$55.00,,,47800,47800,$50.00,$80.00,,
47800,47800,$45.00,$75.00,,,47801,47802,$30.00,$60.00,,
47801,47802,$25.00,$55.00,,,47900,47900,$30.00,$60.00,,
47900,47900,$25.00,$55.00,,,47999,47999,$45.00,$75.00,,
47999,47999,$40.00,$70.00,,,48000,48001,$35.00,$65.00,,
48000,48001,$30.00,$60.00,,,48020,48020,$35.00,$65.00,,
48020,48020,$30.00,$60.00,,,48100,48100,$15.00,$35.00,,
48100,48100,$10.00,$30.00,,,48102,48102,$17.00,$47.00,,
48102,48102,$12.00,$42.00,,,48105,48105,$25.00,$55.00,,
48105,48105,$20.00,$50.00,,,48120,48120,$25.00,$55.00,,
48120,48120,$20.00,$50.00,,,48140,48146,$50.00,$80.00,,
48140,48146,$45.00,$75.00,,,48148,48148,$35.00,$65.00,,
48148,48148,$30.00,$60.00,,,48150,48150,$50.00,$80.00,,
48150,48150,$45.00,$75.00,,,48151,48151,$45.00,$75.00,,
48151,48151,$40.00,$70.00,,,48152,48155,$50.00,$80.00,,
48152,48155,$45.00,$75.00,,,48180,48180,$50.00,$80.00,,
48180,48180,$45.00,$75.00,,,48400,48400,$13.00,$13.00,,
48400,48400,$8.00,$8.00,,,48500,48500,$30.00,$60.00,,
48500,48500,$25.00,$55.00,,,48510,48510,$35.00,$65.00,,
48510,48510,$30.00,$60.00,,,48511,48511,$35.00,$65.00,,
48511,48511,$30.00,$60.00,,,48520,48540,$45.00,$75.00,,
48520,48540,$40.00,$70.00,,,48545,48545,$50.00,$80.00,,
48545,48545,$45.00,$75.00,,,48547,48548,$50.00,$80.00,,
48547,48548,$45.00,$75.00,,,48554,48554,$70.00,$100.00,,
48554,48554,$65.00,$95.00,,,48556,48556,$70.00,$100.00,,
48556,48556,$65.00,$95.00,,,48999,48999,$45.00,$75.00,,
